x,y,strength,radius,title
-0.09841000288724899,0.09386704862117767,4,2,AI For Everyone
-0.3267805576324463,-0.4857017397880554,0,2,SQL for Data Science
-0.07667853683233261,0.22051836550235748,4,2,Project Launch
-0.050138190388679504,0.3150885999202728,4,2,Digital Transformation
0.10480617731809616,-0.6611537933349609,1,2,Technical Support Fundamentals
-0.7541002035140991,0.5426921248435974,2,2,Financial Markets
0.3529271185398102,0.104695163667202,8,2,What is Data Science? 
-0.09876299649477005,0.05641729012131691,10,2,Digital Product Management: Modern Fundamentals
-0.4416522681713104,-0.6742821335792542,9,2,"Improving Deep Neural Networks: Hyperparameter tuning, Regularization and Optimization"
-0.8684487342834473,0.4941166937351227,2,2,Financial Accounting Fundamentals
-0.6678250432014465,-0.34738609194755554,6,2,Mathematics for Machine Learning: Linear Algebra
-0.5462674498558044,-0.4063466191291809,6,2,Computational Thinking for Problem Solving
0.019287852570414543,0.30514001846313477,4,2,Design Thinking for Innovation
0.6145762801170349,0.2498437911272049,8,2,Introduction to Psychology 
-0.1321997344493866,0.23735269904136658,4,2,Project Practicum with Multiple Projects
0.23544065654277802,-0.5787826776504517,1,2,AWS Fundamentals: Going Cloud-Native
-0.10284608602523804,0.3735496401786804,4,2,Project Execution
-0.23724879324436188,-0.4644184708595276,0,2,Excel Skills for Business: Essentials
-0.30900120735168457,0.5636858344078064,3,2,Project Planning
0.3190305233001709,-0.4868878424167633,1,2,Writing in the Sciences
-0.2877698242664337,-0.8004170656204224,9,2,Open Source tools for Data Science
-0.0040006013587117195,-0.9291653633117676,13,2,Python for Data Science and AI
0.3434746265411377,0.6334601044654846,5,2,Stanford Introduction to Food and Health
-0.27432307600975037,-0.349878191947937,9,2,Structuring Machine Learning Projects
-0.27632662653923035,-0.8006969094276428,9,2,The Bits and Bytes of Computer Networking
0.6787026524543762,0.3384261429309845,12,2,Science of Exercise
-0.3334946930408478,-0.21906766295433044,6,2,Game Theory
-0.23709239065647125,-0.8283079266548157,9,2,Data Science Methodology
-0.0821685716509819,0.10904787480831146,10,2,Learning to Teach Online
-0.8683735132217407,0.4978136718273163,2,2,Finance for Non-Finance Professionals
-0.26732543110847473,-0.7893629670143127,9,2,Databases and SQL for Data Science
-0.19262488186359406,-0.4810575246810913,0,2,Visual Elements of User Interface Design
0.7423359155654907,0.0992654412984848,12,2,Introduction to the Biology of Cancer
-0.2752784490585327,-0.5383539199829102,0,2,Introduction to Programming with MATLAB
-0.029776867479085922,0.5119352340698242,4,2,Fundamentals of Project Planning and Management
