x,y,strength,radius,title
-0.29883286356925964,0.22431054711341858,0,2,SQL for Data Science
0.14166021347045898,-0.1785377562046051,9,2,Project Launch
0.30118274688720703,0.08179835230112076,8,2,Digital Transformation
-0.6913825869560242,0.3633219003677368,3,2,Technical Support Fundamentals
0.3356212377548218,0.5426658391952515,2,2,Financial Markets
0.4277171492576599,-0.47574737668037415,7,2,What is Data Science? 
0.3398663103580475,0.05271826311945915,8,2,Digital Product Management: Modern Fundamentals
-0.30774766206741333,0.420095831155777,0,2,"Improving Deep Neural Networks: Hyperparameter tuning, Regularization and Optimization"
0.2931925058364868,0.6533450484275818,2,2,Financial Accounting Fundamentals
-0.30651822686195374,0.3191388249397278,0,2,Mathematics for Machine Learning: Linear Algebra
-0.2683085501194,0.296396404504776,0,2,Computational Thinking for Problem Solving
0.3206714689731598,-0.0019069213885813951,8,2,Design Thinking for Innovation
0.4201694428920746,-0.5770394802093506,7,2,Introduction to Psychology 
-0.7275267839431763,0.34789809584617615,3,2,AWS Fundamentals: Going Cloud-Native
0.3002316355705261,0.09579210728406906,8,2,Project Execution
-0.2964034974575043,0.18747074902057648,0,2,Excel Skills for Business: Essentials
0.1339457482099533,-0.3123180568218231,9,2,Writing in the Sciences
-0.6114041805267334,0.3642982840538025,3,2,Open Source tools for Data Science
-0.31071755290031433,0.3222563564777374,0,2,Python for Data Science and AI
-0.1668708324432373,-0.7180891633033752,5,2,Stanford Introduction to Food and Health
-0.7082010507583618,0.35353824496269226,3,2,The Bits and Bytes of Computer Networking
-0.17499381303787231,-0.7022076845169067,5,2,Science of Exercise
0.08438615500926971,-0.24167375266551971,9,2,Learning to Teach Online
0.2944713830947876,0.6502992510795593,2,2,Finance for Non-Finance Professionals
-0.6198698282241821,0.360008180141449,3,2,Databases and SQL for Data Science
-0.48600050806999207,-0.28905877470970154,1,2,Visual Elements of User Interface Design
-0.2221250832080841,-0.6389248967170715,5,2,Introduction to the Biology of Cancer
-0.33227574825286865,0.310513973236084,0,2,Introduction to Programming with MATLAB
0.2840467691421509,0.11680237948894501,8,2,Fundamentals of Project Planning and Management
-0.5841455459594727,-0.1958978772163391,1,2,"Programming Foundations with JavaScript, HTML and CSS"
-0.2968619763851166,0.31663778424263,0,2,Python Basics
0.32644855976104736,0.10874798893928528,8,2,Marketing Analytics
-0.49311572313308716,0.35841095447540283,0,2,Data Analysis with Python
-0.24894608557224274,0.22355173528194427,0,2,Introduction to Probability and Data
0.3794827163219452,-0.4860232174396515,7,2,Social Psychology
0.24495066702365875,0.07387083768844604,8,2,Marketing in a Digital World
-0.9436509609222412,0.7237138152122498,11,2,Access Controls 
0.12378846108913422,0.5362325310707092,2,2,Python and Statistics for Financial Analysis
-0.1704099476337433,-0.7353995442390442,5,2,Child Nutrition and Cooking
0.49884286522865295,-0.5677350163459778,7,2,Positive Psychology: Martin E. P. Seligman's Visionary Science
-0.23471933603286743,-0.6784321665763855,5,2,Engineering Health: Introduction to Yoga and Physiology
0.36596378684043884,0.10770640522241592,8,2,Introduction to Artificial Intelligence (AI)
0.02339695766568184,-0.2508774697780609,9,2,Fundamentals of Visualization with Tableau
-0.3174843192100525,0.27591341733932495,0,2,"Excel/VBA for Creative Problem Solving, Part 1"
0.08782634884119034,-0.1836266815662384,9,2,IBM Customer Engagement Specialist Professional Certificate
0.47344499826431274,-0.49003827571868896,7,2,Modern Art & Ideas
-0.026705434545874596,0.4138214886188507,4,2,Understanding the Brain: The Neurobiology of Everyday Life
0.7321081161499023,-0.21657098829746246,6,2,International Organizations Management 
-0.22560866177082062,0.35124945640563965,0,2,Understanding and Visualizing Data with Python
-0.9391376972198486,0.7194290161132812,11,2,Introduction to Cybersecurity Tools & Cyber Attacks
0.045299921184778214,-0.2479492425918579,9,2,First Step Korean
-0.30186259746551514,0.37930524349212646,0,2,Mathematics for Machine Learning: Multivariate Calculus
-0.5293866991996765,0.36291801929473877,3,2,Getting Started with SAS Programming
-0.2988620698451996,0.3179035186767578,0,2,Learn to Program: The Fundamentals
-0.6283779144287109,0.2809707820415497,3,2,AWS Fundamentals: Building Serverless Applications
0.269286185503006,0.005351739004254341,8,2,Data-driven Decision Making
-0.20502819120883942,-0.6865717172622681,5,2,Drug Development
0.3196459114551544,-0.01786106452345848,8,2,"Brand Management: Aligning Business, Brand and Behaviour"
-0.6319146156311035,0.288505494594574,3,2,Fundamentals of GIS
0.0009020501165650785,-0.5030951499938965,5,2,Drug Commercialization 
-0.9453209638595581,0.6298859715461731,11,2, Introduction to G Suite
-0.6988351941108704,0.22065484523773193,3,2,Operating Systems and You: Becoming a Power User
-0.34290623664855957,0.32416409254074097,0,2,Java Programming: Solving Problems with Software
-0.9329738020896912,0.5961635112762451,11,2,AWS Fundamentals: Addressing Security Risk
-0.5469655394554138,-0.2557787597179413,1,2,Introduction to Web Development
-0.15947522222995758,-0.7654986381530762,5,2,International Women's Health and Human Rights
0.321950763463974,0.11682870239019394,8,2,"FinTech: Foundations, Payments, and Regulations"
0.6803551316261292,-0.4948059022426605,7,2,Terrorism and Counterterrorism: Comparing Theory and Practice
0.3022450804710388,0.11527281254529953,8,2,Entrepreneurship Strategy: From Ideation to Exit
-0.20437383651733398,-0.6584223508834839,5,2,The Addicted Brain
-0.9292566180229187,0.7334659695625305,11,2,Blockchain Basics
0.6703047752380371,-0.4707399904727936,7,2,Fashion as Design
-0.19644209742546082,-0.650012195110321,5,2,Drug Discovery 
-0.3151117265224457,0.37189778685569763,0,2,Biology Meets Programming: Bioinformatics for Beginners
0.28545069694519043,0.6389630436897278,2,2,Managerial Accounting Fundamentals
-0.9383251070976257,0.6129510998725891,11,2, System Administration and IT Infrastructure Services
-0.2732757329940796,0.32023242115974426,0,2,Data Science Math Skills
0.28552451729774475,0.650154709815979,2,2,Understanding Financial Statements: Company Position
0.14354945719242096,-0.22318516671657562,9,2,Diversity and inclusion in the workplace
-0.27399981021881104,0.30471381545066833,0,2,Mathematical Thinking in Computer Science
-0.2118767946958542,-0.6822013854980469,5,2,History of Medical Cannabis
0.8616872429847717,-0.32722899317741394,6,2,"The Modern World, Part One: Global History from 1760 to 1910"
0.46897435188293457,-0.5789051651954651,7,2,Dino 101: Dinosaur Paleobiology
0.10626321285963058,-0.22945860028266907,9,2,Business Writing
-0.704786479473114,0.32483819127082825,3,2,Foundations for Big Data Analysis with SQL
0.03609249368309975,-0.24531444907188416,9,2,Basics of Inclusive Design for Online Education
-0.9031585454940796,0.6437841057777405,11,2, IT Security: Defense against the digital dark arts 
-0.132268026471138,0.6374912261962891,4,2,Fundamental Neuroscience for Neuroimaging
-0.07091411203145981,-0.5638083815574646,5,2,Everyday Parenting: The ABCs of Child Rearing
-0.30336305499076843,0.3003782629966736,0,2,Programming Fundamentals
0.10571599751710892,0.5344321727752686,2,2,Basic Statistics
-0.47485971450805664,0.35750797390937805,0,2,Fundamentals of Scalable Data Science
0.3339230418205261,0.06516887992620468,8,2,Innovation Management
0.05462168902158737,-0.2561230957508087,9,2,Get Interactive: Practical Teaching with Technology
-0.43922603130340576,-0.27752822637557983,1,2,Introduction to User Experience Principles and Processes
0.08824482560157776,-0.2856505811214447,9,2,Introduction to Public Speaking
-0.6801096200942993,0.35948193073272705,3,2,Exploring and Preparing your Data with BigQuery
0.17613306641578674,-0.3560520112514496,9,2,Miracles of Human Language: An Introduction to Linguistics
-0.18732145428657532,-0.7558125853538513,5,2,Weight Management: Beyond Balancing Calories
0.26641231775283813,-0.019467337056994438,8,2,Customer Segmentation and Prospecting
0.12516790628433228,-0.22243160009384155,9,2,Engineering Project Management: Initiating and Planning
0.2550666332244873,0.5625191926956177,2,2,Summary Statistics in Public Health 
-0.2953365445137024,0.30671432614326477,0,2,"Python Functions, Files, and Dictionaries"
0.11620602011680603,-0.20833173394203186,9,2,English for Business and Entrepreneurship
0.5139310359954834,-0.5139030814170837,7,2,Astronomy: Exploring Time and Space
-0.5230332016944885,-0.23603998124599457,1,2,Introduction to User Experience Design 
-0.21264712512493134,-0.6343321800231934,5,2,Equine Welfare and Management
0.3465815782546997,0.5483300685882568,2,2,Understanding Financial Markets
0.5009883046150208,-0.21446089446544647,7,2,Leading transformations: Manage change
-0.7541722059249878,0.38553619384765625,3,2,Preparing for the Google Cloud Associate Cloud Engineer Exam
-0.21211081743240356,-0.6318960189819336,5,2,Anatomy: Musculoskeletal and Integumentary Systems
0.8090676665306091,-0.3029736876487732,6,2,Public Policy Challenges of the 21st Century
0.5442155599594116,-0.4594014883041382,7,2,Understanding Einstein: The Special Theory of Relativity
-0.5122789144515991,-0.2637350559234619,1,2,UX Design Fundamentals
0.2950167655944824,0.6281651854515076,2,2,Financial Acumen for Non-Financial Managers
0.007710148114711046,0.4686574339866638,2,2,Introduction to Statistics & Data Analysis in Public Health
-0.23728492856025696,0.1801474243402481,0,2,Problem Solving with Excel 
-0.1910792589187622,-0.5520656704902649,5,2,Biohacking Your Brain's Health
0.498281866312027,-0.5126416683197021,7,2,Fundamentals of Music Theory
-0.30261749029159546,0.31976521015167236,0,2,Python Programming Essentials
-0.9779093861579895,0.6686464548110962,11,2, Managing G Suite
0.38881680369377136,0.032648805528879166,8,2,Driving business towards the Sustainable Development Goals
0.31528013944625854,0.07213994860649109,8,2,Foundations of Business Strategy
0.22597439587116241,-0.09652028977870941,8,2,Boosting Creativity for Innovation
-0.5611433386802673,-0.1035175770521164,1,2,Introduction to Computer Programming 
-0.22282499074935913,-0.7279583215713501,5,2,Epidemiology in Public Health Practice
0.7941145896911621,-0.25480401515960693,6,2,Global Diplomacy: the United Nations in the World
0.878136157989502,-0.3117409348487854,6,2,International migrations: a global issue
-0.18919773399829865,0.6219303011894226,4,2,Computational Neuroscience
0.21168307960033417,0.031179696321487427,8,2,Digital Competition in Financial Services
-0.7041792273521423,0.2744329869747162,3,2,Microservices - Fundamentals 
0.13932721316814423,-0.280049592256546,9,2,Spanish Vocabulary: Meeting People
-0.3412708640098572,0.29943108558654785,0,2,Julia Scientific Programming
0.4175775349140167,-0.13209527730941772,8,2,Success
0.0538850799202919,-0.3124639689922333,9,2,Six Sigma Principles 
0.035503942519426346,-0.2581985592842102,9,2,Essential Design Principles for Tableau
-0.5793786644935608,0.32797032594680786,3,2,Getting Started with AI using IBM Watson
0.3594730794429779,0.03845079988241196,8,2,Strategy and Sustainability
-0.2043735235929489,-0.7084256410598755,5,2,Clinical Terminology for International and U.S. Students
-0.6706089377403259,0.2922825515270233,3,2,Internet Connection: How to Get Online?
0.40354490280151367,0.02210644818842411,8,2,Circular Economy - Sustainable Materials Management
0.20386002957820892,0.5839557647705078,2,2,Inferential Statistics
-0.7051111459732056,0.32486945390701294,3,2,Industrial IoT on Google Cloud Platform
-0.9070324301719666,0.6419228315353394,11,2,Information Security: Context and Introduction
0.2908656597137451,0.011680278927087784,8,2,Social Impact Strategy: Tools for Entrepreneurs and Innovators
0.3843895494937897,-0.315793514251709,7,2,Understanding Plants - Part I: What a Plant Knows
-0.6861687302589417,-0.03468867391347885,1,2,The Unix Workbench
